movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
movie_410,user_6848,3.0,832878537,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,595.0,590.0,,,,16,1994,1.51,2.88,0.72,Romance,Adventure,Western,Musical,IMAX
movie_44,user_7784,2.0,1194713344,0,1995,Action,Adventure,Fantasy,2293,2.64,1.1,16.0,380.0,919.0,293.0,799.0,83,1990,13.17,3.16,0.8,Thriller,Drama,Action,Crime,Mystery
movie_440,user_16303,3.0,1219728773,0,1993,Comedy,Romance,,4180,3.6,0.81,919.0,924.0,300.0,111.0,17.0,28,1981,19.22,3.96,1.04,Drama,Comedy,Thriller,Crime,Romance
movie_454,user_19404,3.0,836561685,0,1993,Drama,Thriller,,5500,3.51,0.81,457.0,593.0,296.0,150.0,592.0,22,1993,1.74,2.95,0.84,Thriller,Crime,Drama,Action,Horror
movie_455,user_16027,3.0,1288209482,0,1993,Adventure,Children,Drama,1800,2.62,1.03,356.0,296.0,1.0,589.0,32.0,17,1987,14.58,4.09,0.64,Adventure,Drama,Thriller,Action,Sci-Fi
movie_455,user_16303,4.0,1219730255,1,1993,Adventure,Children,Drama,1800,2.62,1.03,899.0,277.0,902.0,969.0,261.0,53,1979,20.17,3.81,1.02,Drama,Romance,Comedy,Thriller,Crime
movie_455,user_8763,3.0,1049066512,0,1993,Adventure,Children,Drama,1800,2.62,1.03,250.0,429.0,36.0,500.0,231.0,14,1984,20.55,3.21,0.89,Comedy,Drama,Crime,Adventure,Children
movie_458,user_13170,1.0,885524833,0,1993,Drama,Western,,231,3.18,0.94,592.0,375.0,277.0,534.0,350.0,100,1993,5.22,1.71,1.11,Drama,Action,Thriller,Romance,Crime
movie_464,user_23462,3.0,974760629,0,1993,Action,Adventure,Crime,696,2.92,0.96,442.0,648.0,170.0,95.0,379.0,21,1988,14.1,3.52,0.87,Action,Thriller,Adventure,Drama,Sci-Fi
movie_468,user_15478,2.5,1097215464,0,1995,Comedy,Romance,,1564,3.31,0.89,741.0,745.0,909.0,17.0,235.0,35,1983,19.95,2.54,1.05,Drama,Comedy,Sci-Fi,Romance,Animation
movie_47,user_14552,2.5,1076386188,0,1995,Mystery,Thriller,,9335,4.06,0.87,293.0,593.0,110.0,527.0,260.0,25,1988,15.14,3.38,1.15,Drama,Romance,Action,Thriller,Crime
movie_47,user_18683,5.0,945367593,1,1995,Mystery,Thriller,,9335,4.06,0.87,457.0,608.0,593.0,742.0,273.0,100,1991,10.5,3.36,1.18,Comedy,Romance,Drama,Adventure,Fantasy
movie_471,user_13170,3.0,885524281,0,1994,Comedy,,,2463,3.66,0.94,350.0,46.0,153.0,371.0,348.0,53,1989,12.38,3.58,1.45,Drama,Thriller,Crime,Comedy,Adventure
movie_480,user_14000,3.5,1278144725,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,593.0,356.0,296.0,441.0,413.0,9,1993,1.2,4.06,0.58,Drama,Comedy,Thriller,Romance,Crime
movie_480,user_22438,3.0,974755168,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,110.0,589.0,908.0,,,5,1975,25.88,4.2,1.1,Action,Sci-Fi,Thriller,Romance,Adventure
movie_480,user_23565,2.0,1142566097,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,32.0,588.0,,,,4,1992,2.16,3.0,1.47,Sci-Fi,Thriller,Adventure,Mystery,Musical
movie_480,user_25865,3.0,1043409704,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,,,,,,7,1989,12.65,3.0,0.0,,,,,
movie_489,user_13170,2.0,885525762,0,1993,Comedy,,,681,2.74,0.9,237.0,236.0,543.0,514.0,586.0,100,1994,1.54,1.68,1.29,Comedy,Romance,Thriller,Drama,Action
movie_509,user_4127,3.0,943096142,0,1993,Drama,Romance,,3720,3.71,1.05,17.0,953.0,912.0,,,4,1963,24.72,4.0,0.82,Romance,Drama,Fantasy,,
movie_511,user_1280,3.0,835743876,0,1993,Action,Drama,,370,3.1,0.94,155.0,281.0,144.0,233.0,524.0,100,1992,8.13,3.29,0.7,Drama,Comedy,Thriller,Romance,Action
movie_52,user_27775,4.0,852834150,1,1995,Comedy,Drama,Romance,2033,3.54,0.91,1.0,32.0,,,,12,1995,0.51,3.25,0.62,Sci-Fi,Thriller,Adventure,Mystery,Fantasy
movie_527,user_28060,5.0,1122138010,1,1993,Drama,War,,11017,4.3,0.83,380.0,590.0,480.0,596.0,441.0,42,1979,20.79,3.96,0.73,Drama,Romance,Thriller,Comedy,Adventure
movie_527,user_6081,5.0,902631975,1,1993,Drama,War,,11017,4.3,0.83,110.0,318.0,50.0,,,5,1994,0.55,3.4,1.82,Crime,Drama,Action,Thriller,Mystery
movie_527,user_7208,5.0,1237588806,1,1993,Drama,War,,11017,4.3,0.83,293.0,266.0,110.0,920.0,368.0,29,1991,10.99,2.84,1.27,Drama,Crime,War,Action,Romance
movie_528,user_1280,2.0,835743839,0,1994,Comedy,Drama,,194,2.87,0.77,155.0,281.0,144.0,233.0,524.0,100,1992,8.13,3.32,0.71,Drama,Comedy,Thriller,Romance,Action
movie_539,user_2898,4.0,1336435527,1,1993,Comedy,Drama,Romance,6177,3.5,0.97,597.0,316.0,377.0,608.0,380.0,20,1993,1.81,4.05,0.43,Drama,Comedy,Thriller,Action,Crime
movie_543,user_12811,3.5,1153989124,1,1993,Comedy,Romance,Thriller,2681,3.21,1.0,163.0,,,,,2,1994,0.71,3.25,2.47,Action,Romance,Western,,
movie_588,user_14000,3.5,1278144993,1,1992,Adventure,Animation,Children,8980,3.67,0.92,32.0,527.0,590.0,780.0,1.0,20,1992,4.11,4.08,0.52,Drama,Thriller,Adventure,Comedy,Action
movie_588,user_17741,3.0,942316974,0,1992,Adventure,Animation,Children,8980,3.67,0.92,373.0,628.0,175.0,431.0,151.0,67,1994,2.58,3.99,1.01,Drama,Comedy,Thriller,Crime,Romance
movie_588,user_666,5.0,876249235,1,1992,Adventure,Animation,Children,8980,3.67,0.92,538.0,589.0,908.0,903.0,246.0,42,1990,12.39,3.9,0.96,Drama,Thriller,Comedy,Romance,Crime
movie_588,user_926,4.5,1229542225,1,1992,Adventure,Animation,Children,8980,3.67,0.92,32.0,480.0,1.0,296.0,589.0,14,1992,4.76,4.14,0.79,Thriller,Sci-Fi,Action,Adventure,Drama
movie_589,user_12811,4.0,1154109875,1,1991,Action,Sci-Fi,,11483,3.94,0.9,912.0,904.0,720.0,593.0,296.0,27,1989,13.16,4.09,1.11,Thriller,Drama,Crime,Action,Comedy
movie_589,user_7487,3.5,1366425443,1,1991,Action,Sci-Fi,,11483,3.94,0.9,116.0,971.0,924.0,307.0,58.0,39,1986,16.35,3.53,0.74,Drama,Thriller,Crime,Comedy,Documentary
movie_593,user_10250,4.0,938826054,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,912.0,527.0,296.0,,,3,1976,29.74,4.67,0.58,Drama,Romance,Thriller,Crime,War
movie_593,user_13866,4.5,1111116485,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,50.0,318.0,553.0,509.0,,4,1993,0.96,4.12,0.63,Drama,Crime,Action,Thriller,Romance
movie_594,user_18683,4.0,945362183,1,1937,Animation,Children,Drama,3902,3.61,0.97,919.0,239.0,788.0,289.0,802.0,29,1992,10.31,3.38,1.08,Romance,Comedy,Drama,Fantasy,Thriller
movie_594,user_25375,3.0,938817779,0,1937,Animation,Children,Drama,3902,3.61,0.97,918.0,899.0,914.0,595.0,940.0,23,1972,23.91,4.0,1.31,Comedy,Romance,Adventure,Musical,Fantasy
movie_6,user_13866,4.0,1111116905,1,1995,Action,Crime,Thriller,5245,3.84,0.86,529.0,541.0,608.0,223.0,32.0,15,1990,7.32,4.33,0.52,Drama,Thriller,Crime,Action,Sci-Fi
movie_6,user_24905,5.0,950252888,1,1995,Action,Crime,Thriller,5245,3.84,0.86,223.0,353.0,,,,6,1994,2.1,3.33,1.03,Action,Thriller,Fantasy,Crime,Comedy
movie_608,user_16303,5.0,1219706712,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,923.0,750.0,912.0,904.0,916.0,5,1950,9.52,4.6,0.42,Drama,Romance,Mystery,Comedy,Thriller
movie_624,user_13170,1.0,885527891,0,1995,Action,Drama,Thriller,12,2.5,0.8,361.0,596.0,262.0,594.0,,100,1989,12.47,1.33,0.84,Children,Drama,Musical,Fantasy,Animation
movie_648,user_1280,3.0,835742809,0,1996,Action,Adventure,Mystery,8117,3.37,0.9,477.0,216.0,5.0,497.0,280.0,100,1992,8.09,3.24,0.78,Drama,Romance,Comedy,Thriller,Action
movie_648,user_20293,3.5,1191292996,1,1996,Action,Adventure,Mystery,8117,3.37,0.9,527.0,588.0,318.0,1.0,457.0,16,1993,4.43,3.78,0.91,Adventure,Drama,Comedy,Action,Thriller
movie_695,user_15478,2.0,1097824519,0,1996,Mystery,Thriller,,189,3.17,0.92,45.0,232.0,904.0,193.0,154.0,100,1991,9.8,2.25,1.02,Drama,Comedy,Romance,Thriller,Mystery
movie_70,user_23236,5.0,1081453559,1,1996,Action,Comedy,Horror,2831,3.24,1.08,22.0,48.0,552.0,342.0,186.0,71,1991,9.27,3.66,1.42,Drama,Thriller,Romance,Crime,Comedy
movie_708,user_10133,3.5,1076145085,1,1996,Comedy,Romance,,3337,3.39,0.91,953.0,592.0,585.0,,,4,1981,23.48,3.25,0.5,Action,Romance,Thriller,Fantasy,Crime
movie_720,user_12811,5.0,1154109722,1,1996,Adventure,Animation,Comedy,1803,4.05,1.04,593.0,296.0,110.0,745.0,527.0,24,1992,5.74,4.04,1.16,Thriller,Crime,Drama,Action,Comedy
movie_720,user_23666,2.5,1162074020,0,1996,Adventure,Animation,Comedy,1803,4.05,1.04,475.0,647.0,585.0,45.0,515.0,73,1992,9.12,3.84,0.69,Thriller,Action,Drama,Crime,Comedy
movie_736,user_19390,3.0,1238746587,0,1996,Action,Adventure,Romance,6990,3.18,1.02,364.0,165.0,858.0,6.0,480.0,10,1992,7.18,3.95,0.37,Thriller,Crime,Action,Drama,Adventure
movie_749,user_13170,1.0,885524503,0,1943,Drama,,,11,2.41,1.11,350.0,46.0,153.0,371.0,348.0,78,1990,10.45,2.96,1.57,Drama,Thriller,Crime,Comedy,Adventure
movie_780,user_6081,1.0,902690567,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,68.0,589.0,36.0,668.0,356.0,29,1990,10.19,3.24,1.38,Drama,Crime,War,Action,Thriller
movie_802,user_13866,3.0,1111118347,0,1996,Drama,Romance,,2710,3.46,0.97,151.0,920.0,497.0,337.0,778.0,73,1991,9.83,3.77,0.75,Drama,Thriller,Crime,Action,Comedy
movie_802,user_26637,3.0,868203040,0,1996,Drama,Romance,,2710,3.46,0.97,733.0,780.0,32.0,,,12,1995,0.51,3.33,0.65,Thriller,Action,Sci-Fi,Adventure,Mystery
movie_837,user_16303,4.5,1219731343,1,1996,Children,Comedy,Fantasy,1166,3.38,1.0,477.0,707.0,203.0,535.0,968.0,61,1981,19.43,3.78,1.01,Drama,Romance,Comedy,Thriller,Crime
movie_858,user_23666,4.0,1317325174,1,1972,Crime,Drama,,8996,4.35,0.86,903.0,899.0,97.0,319.0,222.0,80,1991,10.53,3.83,0.69,Thriller,Drama,Action,Comedy,Crime
movie_858,user_24905,4.0,954975867,1,1972,Crime,Drama,,8996,4.35,0.86,714.0,954.0,946.0,593.0,594.0,100,1991,13.42,3.2,0.8,Comedy,Drama,Romance,Thriller,Adventure
movie_858,user_28469,4.0,1181364235,1,1972,Crime,Drama,,8996,4.35,0.86,344.0,110.0,780.0,588.0,1.0,12,1991,11.14,3.83,0.54,Adventure,Comedy,Drama,Action,Thriller
movie_893,user_17741,4.0,942316009,1,1996,Drama,,,131,3.61,0.99,800.0,448.0,72.0,555.0,223.0,42,1993,3.09,4.12,0.99,Drama,Thriller,Comedy,Crime,Action
movie_900,user_25375,4.0,938817779,1,1951,Musical,Romance,,715,3.71,0.95,918.0,899.0,914.0,595.0,940.0,24,1971,24.49,3.96,1.3,Comedy,Romance,Adventure,Musical,Fantasy
movie_903,user_20626,5.0,868809444,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,919.0,428.0,923.0,57.0,750.0,41,1988,16.4,3.29,1.08,Drama,Comedy,Crime,Romance,Thriller
movie_906,user_7487,3.5,1366423041,1,1944,Drama,Thriller,,474,4.03,0.79,47.0,28.0,720.0,947.0,306.0,21,1985,17.72,3.79,0.62,Drama,Thriller,Crime,Comedy,Action
movie_912,user_18276,3.0,1383924831,0,1942,Drama,Romance,,5256,4.27,0.85,923.0,858.0,608.0,307.0,306.0,5,1979,23.47,4.6,0.55,Drama,Crime,Thriller,Mystery,Comedy
movie_915,user_28060,4.0,1121874391,1,1954,Comedy,Romance,,1155,3.88,0.89,296.0,32.0,940.0,589.0,953.0,21,1980,21.56,3.9,0.85,Thriller,Drama,Action,Romance,Adventure
movie_919,user_13866,4.0,1111117323,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,475.0,36.0,431.0,111.0,16.0,22,1990,7.05,4.25,0.46,Drama,Crime,Thriller,Action,Sci-Fi
movie_926,user_1746,5.0,1238255856,1,1950,Drama,,,1076,4.21,0.83,904.0,923.0,922.0,965.0,924.0,9,1964,24.58,3.94,1.45,Drama,Thriller,Mystery,Romance,Film-Noir
movie_931,user_4127,3.0,943099487,0,1945,Mystery,Romance,Thriller,483,3.95,0.78,899.0,914.0,928.0,28.0,907.0,77,1974,24.34,3.87,0.86,Romance,Drama,Comedy,Musical,War
movie_952,user_28469,3.5,1181362787,1,1956,Adventure,Comedy,,514,3.43,0.88,605.0,,,,,2,1996,0.0,3.25,0.35,Romance,Drama,,,
movie_954,user_1870,4.5,1386567332,1,1939,Drama,,,1241,4.0,0.87,903.0,908.0,933.0,475.0,,7,1978,19.92,3.57,1.48,Thriller,Romance,Mystery,Drama,Action
movie_10,user_124,4.0,1134476125,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,539.0,648.0,165.0,608.0,32.0,35,1993,4.86,3.64,1.31,Thriller,Crime,Drama,Comedy,Action
movie_100,user_26863,3.5,1164563418,1,1996,Drama,Thriller,,905,3.21,0.83,410.0,533.0,251.0,45.0,480.0,100,1992,8.41,3.75,0.61,Drama,Thriller,Action,Comedy,Crime
movie_104,user_26988,3.0,1100213376,0,1996,Comedy,,,3954,3.4,1.06,653.0,594.0,368.0,442.0,919.0,7,1978,27.74,4.0,0.58,Adventure,Fantasy,Children,Action,Musical
movie_111,user_11902,5.0,945641331,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,910.0,926.0,904.0,908.0,586.0,100,1988,14.27,4.1,0.86,Drama,Thriller,Romance,Comedy,Crime
movie_111,user_124,5.0,1134476280,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,541.0,95.0,288.0,6.0,357.0,51,1992,4.45,3.59,1.28,Thriller,Crime,Action,Comedy,Drama
movie_150,user_27701,3.0,867927042,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,236.0,224.0,589.0,47.0,265.0,32,1993,3.47,4.0,0.8,Drama,Action,Thriller,Romance,Adventure
movie_151,user_4249,5.0,837790918,1,1995,Action,Drama,Romance,2767,3.57,0.92,527.0,32.0,50.0,589.0,21.0,19,1993,1.55,3.63,1.01,Thriller,Crime,Drama,Comedy,Action
movie_153,user_14963,3.0,843963567,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,349.0,150.0,592.0,,,7,1992,2.34,3.29,1.25,Action,Thriller,Crime,Drama,Adventure
movie_153,user_26338,3.0,832455150,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,590.0,150.0,296.0,,,6,1992,2.5,3.5,1.52,Drama,Adventure,Thriller,Western,IMAX
movie_153,user_9544,3.0,1028173509,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,926.0,599.0,515.0,16.0,529.0,100,1990,11.58,2.55,0.66,Drama,Romance,Adventure,Western,Crime
movie_155,user_25638,2.0,836767854,0,1995,Adventure,Drama,War,271,3.44,0.96,521.0,544.0,373.0,481.0,548.0,100,1993,2.14,3.66,0.87,Thriller,Drama,Action,Crime,Comedy
movie_155,user_9544,2.0,1027195641,0,1995,Adventure,Drama,War,271,3.44,0.96,969.0,778.0,903.0,538.0,337.0,100,1989,13.25,2.69,0.77,Drama,Comedy,Thriller,Crime,Romance
movie_156,user_124,3.0,1134475137,0,1995,Comedy,Drama,,345,3.49,0.96,22.0,471.0,342.0,,,8,1994,0.92,3.06,1.15,Comedy,Thriller,Horror,Mystery,Crime
movie_162,user_12223,4.0,941570956,1,1994,Documentary,,,1303,4.05,0.95,246.0,34.0,541.0,590.0,260.0,21,1990,12.71,4.0,0.77,Comedy,Drama,Romance,Sci-Fi,Adventure
movie_163,user_22893,4.0,1065063221,1,1995,Action,Romance,Western,3058,3.44,0.94,593.0,608.0,50.0,111.0,353.0,27,1987,16.52,2.89,1.06,Thriller,Crime,Horror,Drama,Action
movie_165,user_19496,5.0,829614909,1,1995,Action,Crime,Thriller,7392,3.5,0.89,150.0,592.0,219.0,31.0,110.0,15,1994,1.66,4.07,1.16,Drama,Comedy,Action,Thriller,Adventure
movie_165,user_20899,4.5,1054487466,1,1995,Action,Crime,Thriller,7392,3.5,0.89,19.0,344.0,378.0,185.0,442.0,58,1991,11.07,4.28,0.71,Action,Adventure,Comedy,Thriller,Drama
movie_173,user_12710,3.5,1284750454,1,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,337.0,920.0,368.0,508.0,36.0,82,1989,13.44,3.48,0.87,Drama,Thriller,Comedy,Action,Adventure
movie_173,user_26914,3.0,834405511,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,39.0,111.0,50.0,32.0,266.0,39,1993,3.19,3.56,0.75,Thriller,Drama,Crime,Adventure,Comedy
movie_175,user_21690,5.0,1030602367,1,1995,Drama,,,1043,3.5,1.1,45.0,996.0,903.0,953.0,522.0,30,1989,12.4,3.2,1.1,Drama,Action,Thriller,Romance,Comedy
movie_177,user_19496,3.0,844561386,0,1995,Horror,,,499,2.83,1.04,236.0,16.0,433.0,405.0,448.0,75,1993,1.43,3.95,0.96,Drama,Comedy,Action,Thriller,Crime
movie_185,user_6732,4.0,845811793,1,1995,Action,Crime,Thriller,5344,3.11,0.96,318.0,480.0,356.0,457.0,349.0,20,1993,1.74,3.55,0.89,Thriller,Crime,Drama,Action,Romance
movie_204,user_26338,3.0,832455408,0,1995,Action,,,1782,2.97,1.06,235.0,111.0,32.0,34.0,288.0,27,1993,3.81,3.63,1.18,Drama,Thriller,Adventure,Crime,Children
movie_208,user_6820,3.0,845062786,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,480.0,356.0,457.0,593.0,595.0,18,1993,1.76,3.5,0.62,Thriller,Crime,Action,Comedy,Romance
movie_21,user_14649,3.0,862929918,0,1995,Comedy,Crime,Thriller,5164,3.58,0.93,454.0,592.0,2.0,34.0,368.0,39,1992,4.7,3.69,0.95,Action,Thriller,Adventure,Drama,Romance
movie_213,user_11902,5.0,967700233,1,1994,Drama,,,392,4.03,0.99,592.0,22.0,459.0,121.0,367.0,100,1988,13.59,4.1,0.86,Drama,Comedy,Romance,Thriller,Crime
movie_219,user_12957,3.0,1002951589,0,1995,Drama,,,137,3.63,1.01,608.0,293.0,720.0,593.0,527.0,12,1993,3.87,4.0,1.35,Drama,Thriller,Action,Crime,War
movie_22,user_26863,3.5,1125949654,1,1995,Crime,Drama,Horror,2208,3.3,0.92,903.0,246.0,,,,2,1976,25.46,4.5,0.71,Thriller,Romance,Mystery,Drama,Documentary
movie_26,user_26863,4.0,1164591025,1,1995,Drama,,,581,3.63,0.94,724.0,353.0,594.0,596.0,464.0,100,1991,12.45,3.73,0.46,Drama,Thriller,Action,Comedy,Crime
movie_260,user_21086,4.5,1272632380,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,588.0,318.0,858.0,648.0,364.0,9,1991,7.48,4.22,0.62,Adventure,Drama,Thriller,Crime,Comedy
movie_268,user_9544,3.0,1027692568,0,1994,Crime,Drama,,146,3.35,0.89,16.0,529.0,389.0,246.0,913.0,100,1991,11.1,2.51,0.67,Drama,Crime,Romance,War,Comedy
movie_27,user_10831,4.0,947195306,1,1995,Children,Drama,,366,3.45,0.9,527.0,34.0,,,,6,1994,2.28,3.33,0.52,Drama,Children,War,,
movie_270,user_25817,5.0,974852666,1,1994,Drama,Romance,,302,3.11,0.99,34.0,952.0,150.0,900.0,11.0,16,1985,17.31,3.94,1.29,Comedy,Adventure,Drama,Romance,Children
movie_273,user_9544,3.0,1027195900,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,969.0,778.0,903.0,538.0,337.0,100,1989,13.25,2.68,0.78,Drama,Comedy,Thriller,Crime,Romance
movie_280,user_27032,4.0,845494458,1,1995,Drama,Thriller,,1087,3.67,0.85,475.0,265.0,62.0,508.0,474.0,80,1993,1.36,3.33,1.02,Drama,Thriller,Action,Romance,Crime
movie_292,user_17584,5.0,835177070,1,1995,Action,Drama,Sci-Fi,5649,3.4,0.86,434.0,318.0,316.0,595.0,165.0,16,1993,1.81,3.75,0.77,Adventure,Action,Thriller,Drama,Crime
movie_293,user_124,5.0,1134475738,1,1994,Action,Crime,Drama,5587,4.06,0.81,858.0,50.0,318.0,22.0,471.0,14,1992,6.04,3.25,1.3,Crime,Drama,Thriller,Mystery,Comedy
movie_296,user_2550,5.0,1127073495,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,70.0,,,,,5,1995,0.71,1.9,1.85,Action,Thriller,Horror,Comedy,
movie_3,user_14340,3.0,849916167,0,1995,Comedy,Romance,,2769,3.15,0.99,608.0,36.0,1.0,32.0,141.0,14,1995,0.51,3.64,0.74,Thriller,Drama,Comedy,Romance,Adventure
movie_3,user_26029,2.0,1111476578,0,1995,Comedy,Romance,,2769,3.15,0.99,708.0,,,,,2,1994,2.12,3.0,0.71,Romance,Comedy,,,
movie_3,user_6380,3.0,849617560,0,1995,Comedy,Romance,,2769,3.15,0.99,,,,,,2,1996,0.0,3.0,0.0,,,,,
movie_300,user_26541,4.0,938777482,1,1994,Drama,,,4445,3.68,0.82,928.0,11.0,17.0,951.0,898.0,9,1957,24.84,4.78,0.44,Romance,Drama,Comedy,Mystery,Action
movie_315,user_26413,4.0,1229033701,1,1994,Action,Drama,Thriller,2376,2.9,0.99,265.0,17.0,435.0,953.0,802.0,31,1983,19.07,4.27,0.71,Drama,Thriller,Romance,Comedy,Action
movie_316,user_2034,4.0,1278619431,1,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,296.0,592.0,165.0,293.0,47.0,19,1990,10.22,3.97,1.06,Thriller,Action,Crime,Drama,Sci-Fi
movie_318,user_9344,5.0,834570318,1,1994,Crime,Drama,,13826,4.45,0.72,292.0,329.0,300.0,110.0,150.0,10,1993,2.17,4.0,0.94,Drama,Action,Adventure,Sci-Fi,Thriller
movie_32,user_14340,5.0,849916120,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,141.0,736.0,17.0,,,6,1995,0.52,3.5,0.55,Romance,Action,Thriller,Adventure,Drama
movie_32,user_15277,4.0,831627151,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,110.0,50.0,593.0,165.0,1.0,17,1993,1.97,3.47,1.12,Thriller,Crime,Action,Drama,Adventure
movie_32,user_3652,4.5,1247116272,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,431.0,47.0,608.0,589.0,592.0,16,1989,9.0,3.97,0.53,Drama,Thriller,Crime,Action,Sci-Fi
movie_32,user_4249,5.0,837790854,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,50.0,589.0,21.0,300.0,356.0,17,1993,1.6,3.47,0.94,Thriller,Crime,Drama,Comedy,Action
movie_333,user_8409,3.0,836303649,0,1995,Comedy,,,2284,3.34,1.09,500.0,350.0,151.0,440.0,589.0,36,1993,1.56,3.58,0.81,Thriller,Drama,Crime,Comedy,Action
movie_334,user_4276,4.0,1166327107,1,1994,Drama,,,370,3.86,1.07,968.0,935.0,971.0,247.0,911.0,47,1961,22.06,3.49,0.73,Romance,Comedy,Drama,Thriller,Mystery
movie_338,user_14839,3.0,841155830,0,1995,Action,Sci-Fi,Thriller,984,2.99,0.95,491.0,222.0,280.0,45.0,218.0,72,1993,2.06,3.42,0.92,Drama,Thriller,Action,Romance,Comedy
movie_339,user_6768,3.0,840288447,0,1995,Comedy,Romance,,5030,3.52,0.92,292.0,457.0,316.0,593.0,595.0,15,1993,1.8,3.53,1.13,Thriller,Adventure,Action,Sci-Fi,Romance
movie_350,user_6768,4.0,840288789,1,1994,Drama,Mystery,Thriller,3475,3.48,0.81,163.0,597.0,786.0,474.0,733.0,36,1993,1.79,3.67,1.1,Action,Thriller,Romance,Adventure,Comedy
movie_36,user_10831,4.0,947195553,1,1995,Crime,Drama,,4547,3.94,0.9,356.0,27.0,527.0,34.0,,10,1994,1.75,3.4,0.52,Drama,Children,War,Romance,Comedy
movie_364,user_26338,5.0,832455585,1,1994,Adventure,Animation,Children,8464,3.78,0.93,246.0,36.0,457.0,593.0,2.0,39,1993,3.25,3.59,1.14,Drama,Thriller,Adventure,Crime,Children
movie_368,user_9544,3.0,1027698266,0,1994,Adventure,Comedy,Western,3756,3.39,0.89,515.0,16.0,529.0,389.0,246.0,100,1992,8.68,2.64,0.61,Drama,Romance,Mystery,Crime,War
movie_374,user_24274,2.0,952749799,0,1994,Children,Comedy,,1129,2.39,1.03,141.0,11.0,34.0,923.0,249.0,38,1991,12.1,3.82,1.29,Drama,Comedy,Romance,Thriller,Adventure
movie_39,user_6768,5.0,840288563,1,1995,Comedy,Romance,,5741,3.42,0.98,141.0,589.0,377.0,356.0,292.0,22,1993,1.71,3.59,1.22,Action,Thriller,Romance,Adventure,Comedy
movie_410,user_28970,3.0,836359547,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,253.0,10.0,457.0,185.0,339.0,22,1993,1.79,4.09,0.92,Thriller,Action,Adventure,Crime,Comedy
movie_414,user_25817,4.0,974851628,1,1994,Comedy,,,187,2.68,0.92,969.0,409.0,344.0,408.0,,5,1985,19.35,3.8,1.64,Drama,Comedy,Romance,Adventure,Crime
movie_420,user_12710,2.5,1284750355,0,1994,Action,Comedy,Crime,3164,2.74,0.98,337.0,920.0,368.0,508.0,36.0,81,1989,13.52,3.49,0.87,Drama,Thriller,Comedy,Action,Adventure
movie_47,user_10110,4.0,966374616,1,1995,Mystery,Thriller,,9335,4.06,0.87,50.0,527.0,288.0,507.0,110.0,20,1992,4.76,3.1,1.07,Thriller,Crime,Action,Drama,War
movie_47,user_4236,5.0,835834009,1,1995,Mystery,Thriller,,9335,4.06,0.87,288.0,253.0,593.0,457.0,161.0,22,1993,1.74,3.27,0.94,Thriller,Crime,Drama,Horror,Action
movie_477,user_26541,4.0,938777633,1,1993,Drama,Musical,,982,3.54,0.85,357.0,902.0,930.0,62.0,562.0,16,1968,25.55,4.62,0.5,Romance,Drama,Comedy,Thriller,Mystery
movie_48,user_10616,3.5,1315717675,1,1995,Animation,Children,Drama,2834,2.94,1.06,19.0,23.0,1.0,370.0,620.0,75,1992,7.39,3.79,0.85,Action,Adventure,Thriller,Comedy,Drama
movie_48,user_21833,3.0,835451708,0,1995,Animation,Children,Drama,2834,2.94,1.06,364.0,457.0,628.0,736.0,318.0,18,1993,1.94,4.0,1.24,Thriller,Adventure,Comedy,Crime,Drama
